Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,CareerAtCompany_ratio,RoleStability_ratio,ManagerStability_ratio,CareerStart_Age,IncomePerExperience,BurnoutRisk,Satisfaction_Composite,Stability_Score,Stress_Amplifier
29,2,337,1,14,1,4,3,0,84,3,3,0,4,2,7553,22930,0,1,12,1,0,9,1,3,8,7,7,7,0.8888888888888888,0.875,0.875,20,839.2222222222222,0,2.6666666666666665,0.8796296296296297,2
39,1,1253,1,10,1,3,3,1,65,3,3,5,3,2,13464,7914,7,0,21,3,0,9,3,3,4,3,2,2,0.4444444444444444,0.75,0.5,30,1496.0,1,3.0,0.5648148148148148,0
36,2,607,2,7,3,2,1,0,83,4,2,7,1,1,4639,2261,2,0,16,4,1,17,2,2,15,7,6,13,0.8823529411764706,0.4666666666666667,0.8666666666666667,19,272.88235294117646,0,2.0,0.738562091503268,3
32,2,379,2,5,2,1,2,1,48,3,2,7,2,1,6524,8891,1,0,14,4,1,10,3,3,10,8,5,3,1.0,0.8,0.3,22,652.4,1,2.6666666666666665,0.7000000000000001,1
20,1,1362,1,10,1,3,4,1,32,3,1,6,3,2,1009,26999,1,1,11,4,0,1,5,3,1,0,1,1,1.0,0.0,1.0,19,1009.0,0,3.6666666666666665,0.6666666666666666,2
38,1,1084,1,29,3,5,4,1,54,3,2,4,4,1,6261,4185,3,0,18,1,1,9,3,1,7,7,1,7,0.7777777777777778,1.0,1.0,29,695.6666666666666,0,3.0,0.9259259259259259,2
28,1,821,2,5,4,3,1,1,98,3,2,7,4,2,4908,24252,1,0,14,2,0,4,3,3,4,2,0,2,1.0,0.5,0.5,24,1227.0,1,2.3333333333333335,0.6666666666666666,0
36,1,852,1,5,4,1,2,0,82,2,1,6,1,1,3419,13072,9,1,14,4,1,6,3,4,1,1,0,0,0.16666666666666666,1.0,0.0,30,569.8333333333334,0,2.3333333333333335,0.3888888888888889,3
42,0,355,1,10,4,5,3,1,38,3,1,6,3,1,2936,6161,3,0,22,2,2,10,1,2,6,3,3,3,0.6,0.5,0.5,32,293.6,0,2.6666666666666665,0.5333333333333333,2
36,1,1041,0,13,3,0,3,1,36,3,1,1,2,1,2143,25527,4,0,13,2,1,8,2,3,5,2,0,4,0.625,0.4,0.8,28,267.875,1,2.3333333333333335,0.6083333333333333,1
54,1,1441,1,17,3,5,3,0,56,3,3,4,3,1,10739,13943,8,0,11,3,1,22,2,3,10,7,0,8,0.45454545454545453,0.7,0.8,32,488.1363636363636,1,3.0,0.6515151515151515,0
25,0,675,1,5,2,1,2,1,85,4,2,0,1,0,4000,18384,1,0,12,4,2,6,2,3,6,3,1,5,1.0,0.5,0.8333333333333334,19,666.6666666666666,1,2.3333333333333335,0.7777777777777778,1
26,1,1066,1,2,2,3,4,1,32,4,2,4,4,1,5472,3334,1,0,12,2,0,8,2,3,8,7,1,3,1.0,0.875,0.375,18,684.0,1,3.3333333333333335,0.75,0
44,1,1448,2,28,3,3,4,0,53,4,4,7,4,1,13320,11737,3,1,18,3,1,23,2,3,12,11,11,11,0.5217391304347826,0.9166666666666666,0.9166666666666666,21,579.1304347826087,0,3.6666666666666665,0.7850241545893719,2
26,1,1349,1,23,3,1,1,0,90,3,1,6,4,0,2886,3032,1,0,22,2,2,3,3,1,3,2,0,2,1.0,0.6666666666666666,0.6666666666666666,23,962.0,0,2.3333333333333335,0.7777777777777777,2
27,1,1130,2,8,4,2,2,0,56,3,2,7,2,1,6214,3415,1,0,18,1,1,8,3,3,8,7,0,7,1.0,0.875,0.875,19,776.75,1,1.6666666666666667,0.9166666666666666,1
45,1,374,2,20,3,1,4,0,50,3,2,7,3,2,4850,23333,8,0,15,3,0,8,3,3,5,3,0,1,0.625,0.6,0.2,37,606.25,1,3.3333333333333335,0.47500000000000003,0
40,1,1329,1,7,3,1,1,1,73,3,1,2,1,2,2166,3339,3,1,14,2,0,10,3,1,4,2,0,3,0.4,0.5,0.75,30,216.6,2,1.3333333333333333,0.5499999999999999,5
53,1,1084,1,13,2,3,4,0,57,4,2,4,1,0,4450,26250,1,0,11,3,2,5,3,3,4,2,1,3,0.8,0.5,0.75,48,890.0,1,2.6666666666666665,0.6833333333333332,1
30,1,1138,1,6,3,5,1,0,48,2,2,2,4,1,4627,23631,0,0,12,1,1,10,6,3,9,2,6,7,0.9,0.2222222222222222,0.7777777777777778,20,462.7,1,2.0,0.6333333333333333,0
27,1,1167,1,4,2,1,1,1,76,3,1,6,3,0,2517,3208,1,0,11,2,3,5,2,3,5,3,0,3,1.0,0.6,0.6,22,503.4,1,2.0,0.7333333333333334,0
31,1,1274,1,9,1,1,3,1,33,3,3,4,2,0,10648,14394,1,0,25,4,1,13,6,4,13,8,0,8,1.0,0.6153846153846154,0.6153846153846154,18,819.0769230769231,1,3.0,0.7435897435897436,1
34,1,182,1,1,4,1,2,0,72,4,1,6,4,2,3280,13551,2,0,16,3,0,10,2,3,4,2,1,3,0.4,0.5,0.75,24,328.0,1,3.0,0.5499999999999999,0
48,1,163,2,2,5,2,2,0,37,3,2,7,4,1,4051,19658,2,0,14,1,1,14,2,3,9,7,6,7,0.6428571428571429,0.7777777777777778,0.7777777777777778,34,289.35714285714283,1,2.3333333333333335,0.7328042328042329,0
49,1,465,1,6,1,1,3,0,41,2,4,0,3,1,13966,11652,2,1,19,2,1,30,3,3,15,11,2,12,0.5,0.7333333333333333,0.8,19,465.53333333333336,0,2.6666666666666665,0.6777777777777777,2
39,1,835,1,19,4,4,4,1,41,3,2,6,4,0,3902,5141,8,0,14,2,3,7,2,3,2,2,2,2,0.2857142857142857,1.0,1.0,32,557.4285714285714,1,3.3333333333333335,0.7619047619047619,0
47,1,1225,2,2,4,1,2,0,47,4,4,3,2,0,15972,21086,6,0,14,3,3,29,2,3,3,2,1,2,0.10344827586206896,0.6666666666666666,0.6666666666666666,18,550.7586206896551,1,2.3333333333333335,0.4789272030651341,1
37,1,1305,1,10,4,1,3,1,49,3,2,4,2,2,4197,21123,2,1,12,4,0,18,2,2,1,0,0,1,0.05555555555555555,0.0,1.0,19,233.16666666666666,2,3.0,0.35185185185185186,5
34,1,1320,1,20,3,5,3,0,89,4,1,6,3,1,2585,21643,0,0,17,4,0,2,5,2,1,0,0,0,0.5,0.0,0.0,32,1292.5,0,3.3333333333333335,0.16666666666666666,2
35,1,104,1,2,3,1,1,0,69,3,1,2,1,0,2074,26619,1,1,12,4,1,1,2,3,1,0,0,0,1.0,0.0,0.0,34,2074.0,0,2.0,0.3333333333333333,3
34,1,1153,1,1,2,3,1,1,94,3,2,4,2,1,4325,17736,1,0,15,3,0,5,2,3,5,2,1,3,1.0,0.4,0.6,29,865.0,1,2.0,0.6666666666666666,1
46,1,1402,2,2,3,2,3,0,69,3,4,3,1,1,17048,24097,8,0,23,1,0,28,2,3,26,15,15,9,0.9285714285714286,0.5769230769230769,0.34615384615384615,18,608.8571428571429,1,1.6666666666666667,0.6172161172161172,1
38,1,1245,2,14,3,1,3,1,80,3,2,7,2,1,9924,12355,0,0,11,4,1,10,3,3,9,8,7,7,0.9,0.8888888888888888,0.7777777777777778,28,992.4,1,3.0,0.8555555555555555,1
35,1,464,1,4,2,4,3,1,75,3,1,2,4,0,1951,10910,1,0,12,3,1,1,3,3,1,0,0,0,1.0,0.0,0.0,34,1951.0,1,3.3333333333333335,0.3333333333333333,0
25,1,141,2,3,1,4,3,1,98,3,2,7,1,1,4194,14363,1,1,18,4,0,5,3,3,5,3,0,3,1.0,0.6,0.6,20,838.8,0,2.6666666666666665,0.7333333333333334,3
34,1,1440,2,7,2,5,2,1,55,3,1,8,3,1,2308,4944,0,1,25,2,1,12,4,3,11,10,5,7,0.9166666666666666,0.9090909090909091,0.6363636363636364,22,192.33333333333334,0,2.3333333333333335,0.8207070707070706,2
20,2,871,1,6,3,1,4,0,66,2,1,2,4,2,2926,19783,1,1,18,2,0,1,5,3,1,0,1,0,1.0,0.0,0.0,19,2926.0,0,3.3333333333333335,0.3333333333333333,2
41,1,549,1,7,2,3,4,0,42,3,2,4,3,2,5003,23371,6,0,14,2,0,8,6,3,2,2,2,1,0.25,1.0,0.5,33,625.375,1,3.0,0.5833333333333334,0
35,1,660,2,7,1,1,4,1,76,3,1,8,3,1,2404,16192,1,0,13,1,1,1,3,3,1,0,0,0,1.0,0.0,0.0,34,2404.0,1,2.6666666666666665,0.3333333333333333,0
31,1,670,1,26,1,1,1,1,31,3,1,6,3,0,2911,15170,1,0,17,4,1,5,1,2,5,2,4,3,1.0,0.4,0.6,26,582.2,0,2.6666666666666665,0.6666666666666666,2
27,0,1277,1,8,5,1,1,1,87,1,1,2,3,1,4621,5869,1,0,19,4,3,3,4,3,3,2,1,2,1.0,0.6666666666666666,0.6666666666666666,24,1540.3333333333333,1,2.6666666666666665,0.7777777777777777,0
30,1,979,2,15,2,2,3,1,94,2,3,7,1,0,7140,3088,2,0,11,1,1,12,2,3,7,7,1,7,0.5833333333333334,1.0,1.0,18,595.0,1,1.6666666666666667,0.8611111111111112,1
33,2,1296,1,6,3,1,3,1,30,3,2,0,4,0,7725,5335,3,0,23,3,1,15,2,1,13,11,4,7,0.8666666666666667,0.8461538461538461,0.5384615384615384,18,515.0,0,3.3333333333333335,0.7504273504273504,2
36,0,217,1,18,4,1,1,1,78,3,2,4,4,2,7779,23238,2,0,20,1,0,18,0,3,11,9,0,9,0.6111111111111112,0.8181818181818182,0.8181818181818182,18,432.1666666666667,1,2.0,0.7491582491582492,0
38,0,152,2,10,3,5,3,0,85,3,2,7,4,2,5666,19899,1,1,13,2,0,6,1,3,5,3,1,3,0.8333333333333334,0.6,0.6,32,944.3333333333334,0,3.0,0.6777777777777777,2
31,1,828,2,2,1,1,2,1,77,3,2,7,4,2,6582,8346,4,1,13,3,0,10,2,4,6,5,0,5,0.6,0.8333333333333334,0.8333333333333334,21,658.2,0,3.0,0.7555555555555555,2
25,1,688,1,3,3,3,1,1,91,3,1,2,1,1,4031,9396,5,0,13,3,1,6,5,3,2,2,0,2,0.3333333333333333,1.0,1.0,19,671.8333333333334,1,1.6666666666666667,0.7777777777777777,1
50,1,328,1,1,3,3,3,1,86,2,1,2,3,1,3690,3425,2,0,15,4,1,5,2,2,3,2,0,2,0.6,0.6666666666666666,0.6666666666666666,45,738.0,0,3.3333333333333335,0.6444444444444444,2
37,1,674,1,13,3,3,1,1,47,3,2,6,4,1,4285,3031,1,0,17,1,0,10,2,3,10,8,3,7,1.0,0.8,0.7,27,428.5,1,2.0,0.8333333333333334,0
27,1,591,1,2,1,3,1,1,40,3,1,2,2,1,3468,16632,9,0,12,4,1,6,3,3,2,2,2,2,0.3333333333333333,1.0,1.0,21,578.0,1,2.3333333333333335,0.7777777777777777,1
24,1,1127,1,18,1,1,2,1,52,3,1,2,3,1,2774,13257,0,0,12,3,1,6,2,3,5,3,1,2,0.8333333333333334,0.6,0.4,18,462.3333333333333,1,2.6666666666666665,0.6111111111111112,0
43,1,589,1,14,2,1,2,1,94,3,4,5,1,1,17159,5200,6,0,24,3,1,22,3,3,4,1,1,0,0.18181818181818182,0.25,0.0,21,779.9545454545455,1,2.0,0.14393939393939395,1
32,1,859,1,4,3,1,3,0,98,2,2,4,3,1,6162,19124,1,0,12,3,1,14,3,3,14,13,6,8,1.0,0.9285714285714286,0.5714285714285714,18,440.14285714285717,1,3.0,0.8333333333333334,0
41,1,483,1,6,3,3,4,1,95,2,2,4,2,2,6032,10110,6,1,15,4,0,8,3,3,5,4,1,2,0.625,0.8,0.4,33,754.0,0,3.3333333333333335,0.6083333333333334,3
49,2,636,1,10,4,1,3,0,35,3,5,5,1,2,18665,25594,9,1,11,4,0,22,4,3,3,2,1,2,0.13636363636363635,0.6666666666666666,0.6666666666666666,27,848.4090909090909,0,2.6666666666666665,0.4898989898989899,3
27,1,269,1,5,1,5,3,1,42,2,3,5,4,0,12808,8842,1,1,16,2,1,9,3,3,9,8,0,8,1.0,0.8888888888888888,0.8888888888888888,18,1423.111111111111,0,3.0,0.9259259259259259,2
49,1,1098,1,4,2,3,1,1,85,2,5,3,3,1,18711,12124,2,0,13,3,1,23,2,4,1,0,0,0,0.043478260869565216,0.0,0.0,26,813.5217391304348,1,2.3333333333333335,0.014492753623188406,0
20,2,769,2,9,3,2,4,0,54,3,1,8,4,2,2323,17205,1,1,14,2,0,2,3,3,2,2,0,2,1.0,1.0,1.0,18,1161.5,0,3.3333333333333335,1.0,2
34,1,404,1,2,4,5,3,0,98,3,2,0,4,2,6687,6163,1,0,11,4,0,14,2,4,14,11,4,11,1.0,0.7857142857142857,0.7857142857142857,20,477.64285714285717,1,3.6666666666666665,0.8571428571428571,0
28,1,1475,2,13,2,2,4,0,84,3,2,7,3,2,9854,23352,3,1,11,4,0,6,0,3,2,0,2,2,0.3333333333333333,0.0,1.0,22,1642.3333333333333,0,3.6666666666666665,0.4444444444444444,2
43,1,1273,1,2,2,3,4,0,72,4,1,6,3,0,2645,21923,1,0,12,4,2,6,3,2,5,3,1,4,0.8333333333333334,0.6,0.8,37,440.8333333333333,0,3.6666666666666665,0.7444444444444445,2
45,1,1448,1,29,3,5,2,1,55,3,3,4,4,1,9380,14720,4,1,18,4,2,10,4,4,3,1,1,2,0.3,0.3333333333333333,0.6666666666666666,35,938.0,0,3.3333333333333335,0.4333333333333333,2
29,1,441,1,8,1,4,3,0,39,1,2,0,1,1,9715,7288,3,0,13,3,1,9,3,3,7,7,0,7,0.7777777777777778,1.0,1.0,20,1079.4444444444443,1,2.3333333333333335,0.9259259259259259,1
45,1,930,2,9,3,2,4,1,74,3,3,7,1,0,10761,19239,4,1,12,3,1,18,2,3,5,4,0,2,0.2777777777777778,0.8,0.4,27,597.8333333333334,0,2.6666666666666665,0.49259259259259264,3
37,2,319,2,4,4,2,1,1,41,3,1,8,4,0,2793,2539,4,0,17,3,1,13,2,3,9,8,5,8,0.6923076923076923,0.8888888888888888,0.8888888888888888,24,214.84615384615384,1,2.6666666666666665,0.8233618233618234,0
37,1,671,1,19,3,1,3,1,85,3,2,4,3,1,5768,26493,3,0,17,1,3,9,2,2,4,3,0,2,0.4444444444444444,0.75,0.5,28,640.8888888888889,0,2.3333333333333335,0.5648148148148148,2
35,1,1349,1,7,2,1,3,1,63,2,1,2,4,1,2690,7713,1,0,18,4,1,1,5,2,1,0,0,1,1.0,0.0,1.0,34,2690.0,0,3.6666666666666665,0.6666666666666666,2
40,1,1194,1,1,3,1,3,0,52,3,2,0,4,0,6513,9060,4,0,17,4,1,12,3,3,5,3,0,3,0.4166666666666667,0.6,0.6,28,542.75,1,3.6666666666666665,0.5388888888888889,0
32,0,1109,1,29,4,3,4,0,69,3,1,2,3,2,4025,11135,9,0,12,2,0,10,2,3,8,7,7,7,0.8,0.875,0.875,22,402.5,1,3.0,0.85,0
45,1,561,2,2,3,4,4,1,61,3,2,7,2,1,4805,16177,0,0,19,2,1,9,3,4,8,7,3,7,0.8888888888888888,0.875,0.875,36,533.8888888888889,1,2.6666666666666665,0.8796296296296297,1
40,2,1469,1,9,4,3,4,1,35,3,1,6,2,0,3617,25063,8,1,14,4,1,3,2,3,1,1,0,0,0.3333333333333333,1.0,0.0,37,1205.6666666666667,0,3.3333333333333335,0.4444444444444444,3
36,2,884,1,23,2,3,3,1,41,4,2,2,4,1,2571,12290,4,0,17,3,1,17,3,3,5,2,0,3,0.29411764705882354,0.4,0.6,19,151.23529411764707,1,3.3333333333333335,0.4313725490196078,0
45,0,1238,1,1,1,1,3,1,74,2,3,0,3,1,10748,3395,3,0,23,4,1,25,3,2,23,15,14,4,0.92,0.6521739130434783,0.17391304347826086,20,429.92,0,3.3333333333333335,0.5820289855072464,2
34,1,401,1,1,3,1,4,0,86,2,1,2,2,1,3294,3708,5,0,17,1,1,7,2,2,5,4,0,2,0.7142857142857143,0.8,0.4,27,470.57142857142856,0,2.3333333333333335,0.638095238095238,3
38,2,1490,1,2,2,1,4,1,42,3,1,2,4,1,1702,12106,1,1,23,3,1,1,3,3,1,0,0,0,1.0,0.0,0.0,37,1702.0,0,3.6666666666666665,0.3333333333333333,2
32,2,1125,1,16,1,1,2,0,72,1,1,6,1,2,3919,4681,1,1,22,2,0,10,5,3,10,2,6,7,1.0,0.2,0.7,22,391.9,0,1.6666666666666667,0.6333333333333333,3
34,2,648,0,11,3,1,3,1,56,2,2,1,2,1,4490,21833,4,0,11,4,2,14,5,4,10,9,1,8,0.7142857142857143,0.9,0.8,20,320.7142857142857,1,3.0,0.8047619047619049,1
40,2,1395,1,26,3,3,2,0,54,3,2,6,2,0,5605,8504,1,0,11,1,1,20,2,3,20,7,2,13,1.0,0.35,0.65,20,280.25,1,1.6666666666666667,0.6666666666666666,1
35,1,607,1,9,3,1,4,0,66,2,3,4,3,1,10685,23457,1,1,20,2,1,17,2,3,17,14,5,15,1.0,0.8235294117647058,0.8823529411764706,18,628.5294117647059,0,3.0,0.9019607843137255,2
18,1,230,1,3,3,1,3,1,54,3,1,2,3,2,1420,25233,1,0,13,3,0,0,2,3,0,0,0,0,0.0,0.0,0.0,18,1420.0,1,3.0,0.0,0
56,1,718,1,4,4,5,4,0,92,3,5,3,1,0,19943,18575,4,0,13,4,1,28,2,3,5,2,4,2,0.17857142857142858,0.4,0.4,28,712.25,1,3.0,0.3261904761904762,1
40,1,898,0,6,2,3,3,1,38,3,4,3,4,2,16437,17381,1,1,21,4,0,21,2,3,21,7,7,7,1.0,0.3333333333333333,0.3333333333333333,19,782.7142857142857,0,3.6666666666666665,0.5555555555555555,2
33,0,722,2,17,3,1,4,1,38,3,4,3,3,2,17444,20489,1,0,11,4,0,10,2,3,10,8,6,0,1.0,0.8,0.0,23,1744.4,1,3.6666666666666665,0.6,0
24,1,771,1,1,2,1,2,1,45,2,2,0,3,2,4617,14120,1,0,12,2,0,4,2,2,4,3,1,2,1.0,0.75,0.5,20,1154.25,0,2.3333333333333335,0.75,2
31,2,1445,1,1,5,1,3,0,100,4,3,4,2,2,7446,8931,1,0,11,1,0,10,2,3,10,8,4,7,1.0,0.8,0.7,21,744.6,1,2.0,0.8333333333333334,1
33,2,1141,2,1,3,1,3,0,42,4,2,7,1,1,5376,3193,2,0,19,1,2,10,3,3,5,3,1,3,0.5,0.6,0.6,23,537.6,1,1.6666666666666667,0.5666666666666668,1
26,2,921,1,1,1,3,1,0,66,2,1,6,3,0,2007,25265,1,0,13,3,2,5,5,3,5,3,1,3,1.0,0.6,0.6,21,401.4,1,2.3333333333333335,0.7333333333333334,0
53,1,1436,2,6,2,2,2,1,34,3,2,8,3,1,2306,16047,2,1,20,4,1,13,3,1,7,7,4,5,0.5384615384615384,1.0,0.7142857142857143,40,177.3846153846154,2,3.0,0.7509157509157509,4
32,1,267,1,29,4,1,3,0,49,2,1,2,2,2,2837,15919,1,0,13,3,0,6,3,3,6,2,4,1,1.0,0.3333333333333333,0.16666666666666666,26,472.8333333333333,1,2.6666666666666665,0.5,1
45,2,306,2,26,4,1,1,0,100,3,2,7,1,1,4286,5630,2,0,14,4,2,5,4,3,1,1,0,0,0.2,1.0,0.0,40,857.2,1,2.0,0.39999999999999997,1
48,1,1236,1,1,4,1,4,0,40,2,4,3,1,1,15402,17997,7,0,11,1,1,21,3,1,3,2,0,2,0.14285714285714285,0.6666666666666666,0.6666666666666666,27,733.4285714285714,0,2.0,0.4920634920634921,3
40,1,896,1,2,3,3,3,1,68,3,1,6,3,0,2345,8045,2,0,14,3,1,8,3,4,3,1,1,2,0.375,0.3333333333333333,0.6666666666666666,32,293.125,1,3.0,0.4583333333333333,0
29,1,1370,1,3,1,3,2,1,87,3,1,2,1,2,4723,16213,1,1,18,4,0,10,3,3,10,9,1,5,1.0,0.9,0.5,19,472.3,0,2.3333333333333335,0.7999999999999999,3
29,2,410,1,2,1,1,4,0,97,3,1,2,2,1,3180,4668,0,0,13,3,3,4,3,3,3,2,0,2,0.75,0.6666666666666666,0.6666666666666666,25,795.0,1,3.0,0.6944444444444443,1
33,1,654,1,5,3,1,4,1,34,2,3,0,4,0,7119,21214,4,0,15,3,1,9,2,3,3,2,1,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,24,791.0,1,3.6666666666666665,0.5555555555555555,0
35,1,1142,1,23,4,3,3,0,30,3,1,2,1,1,4014,16002,3,1,15,3,1,4,3,3,2,2,2,2,0.5,1.0,1.0,31,1003.5,0,2.3333333333333335,0.8333333333333334,3
33,0,775,1,4,3,5,4,1,90,3,2,6,2,0,3055,6194,5,0,15,4,2,11,2,2,9,8,1,7,0.8181818181818182,0.8888888888888888,0.7777777777777778,22,277.72727272727275,0,3.3333333333333335,0.8282828282828283,3
31,2,754,2,26,4,2,1,1,63,3,2,7,4,1,5617,21075,1,1,11,3,0,10,4,3,10,7,0,8,1.0,0.7,0.8,21,561.7,0,2.6666666666666665,0.8333333333333334,2
37,1,921,1,10,3,3,3,0,98,3,1,2,1,1,3452,17663,6,0,20,2,1,17,3,3,5,4,0,3,0.29411764705882354,0.8,0.6,20,203.05882352941177,1,2.0,0.5647058823529413,1
34,1,735,2,3,1,3,4,0,75,2,2,7,4,1,8103,16495,3,1,12,3,0,9,3,2,4,2,0,1,0.4444444444444444,0.5,0.25,25,900.3333333333334,2,3.6666666666666665,0.39814814814814814,4
44,0,111,1,17,3,1,4,1,74,1,1,6,3,2,2290,4279,2,0,13,4,0,6,3,3,0,0,0,0,0.0,0.0,0.0,38,381.6666666666667,1,3.6666666666666665,0.0,0
26,1,583,1,4,2,1,3,1,53,3,1,6,4,2,2875,9973,1,1,20,2,0,8,2,2,8,5,2,2,1.0,0.625,0.25,18,359.375,2,3.0,0.625,4
50,2,809,2,12,3,2,3,0,77,3,3,7,4,2,9208,6645,4,0,11,4,0,16,3,3,2,2,2,1,0.125,1.0,0.5,34,575.5,1,3.6666666666666665,0.5416666666666666,0
50,1,1099,1,29,4,1,2,1,88,2,4,3,3,1,17046,9314,0,0,15,2,1,28,2,3,27,10,15,7,0.9642857142857143,0.37037037037037035,0.25925925925925924,22,608.7857142857143,1,2.3333333333333335,0.531305114638448,0
36,1,711,1,5,4,1,2,0,42,3,3,0,1,1,8008,22792,4,0,12,3,2,9,6,3,3,2,0,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,27,889.7777777777778,1,2.0,0.5555555555555555,1
32,1,964,2,1,2,1,1,1,34,1,2,7,2,2,6735,12147,6,0,15,2,0,10,2,3,0,0,0,0,0.0,0.0,0.0,22,673.5,1,1.6666666666666667,0.0,1
36,0,894,1,1,4,3,4,0,33,2,2,4,3,1,4374,15411,0,0,15,3,0,4,6,3,3,2,1,2,0.75,0.6666666666666666,0.6666666666666666,32,1093.5,1,3.3333333333333335,0.6944444444444443,0
45,1,193,1,6,4,4,4,1,52,3,3,5,1,1,13245,15067,4,1,14,2,0,17,3,4,0,0,0,0,0.0,0.0,0.0,28,779.1176470588235,0,2.3333333333333335,0.0,3
26,2,575,1,1,2,1,1,0,71,1,1,2,4,0,4364,5288,3,0,14,1,1,5,2,3,2,2,2,0,0.4,1.0,0.0,21,872.8,1,2.0,0.4666666666666666,0
31,1,1079,2,16,4,2,1,1,70,3,3,7,3,1,8161,19002,2,0,13,1,3,10,2,3,1,0,0,0,0.1,0.0,0.0,21,816.1,1,1.6666666666666667,0.03333333333333333,0
48,1,1469,1,20,4,3,4,1,51,3,1,6,3,1,2259,5543,4,0,17,1,2,13,2,2,0,0,0,0,0.0,0.0,0.0,35,173.76923076923077,0,2.6666666666666665,0.0,2
41,0,267,2,10,2,1,4,1,56,3,2,7,4,2,6230,13430,7,0,14,4,0,16,3,3,14,3,1,10,0.875,0.21428571428571427,0.7142857142857143,25,389.375,1,4.0,0.6011904761904762,0
58,1,1145,1,9,3,3,2,0,75,2,1,6,2,1,3346,11873,4,1,20,2,1,9,3,2,1,0,0,0,0.1111111111111111,0.0,0.0,49,371.77777777777777,2,2.0,0.037037037037037035,5
29,1,469,2,10,3,3,3,1,42,2,2,7,3,2,5869,23413,9,0,11,3,0,8,2,3,5,2,1,4,0.625,0.4,0.8,21,733.625,1,3.0,0.6083333333333333,0
36,1,1425,1,14,1,1,3,1,68,3,2,0,4,1,6586,4821,0,1,17,1,1,17,2,2,16,8,4,11,0.9411764705882353,0.5,0.6875,19,387.4117647058824,2,2.6666666666666665,0.7095588235294118,4
42,1,603,1,7,4,3,2,0,78,4,2,6,2,1,2372,5628,6,1,16,4,0,18,2,3,1,0,0,0,0.05555555555555555,0.0,0.0,24,131.77777777777777,0,2.6666666666666665,0.018518518518518517,3
39,1,412,1,13,4,3,3,0,94,2,4,3,2,0,17123,17334,6,1,13,4,2,21,4,3,19,9,15,2,0.9047619047619048,0.47368421052631576,0.10526315789473684,18,815.3809523809524,0,3.0,0.49456975772765244,3
23,2,638,2,9,3,2,4,1,33,3,1,8,1,1,1790,26956,1,0,19,1,1,1,3,2,1,0,1,0,1.0,0.0,0.0,22,1790.0,0,2.0,0.3333333333333333,3
29,1,738,1,9,5,4,2,1,30,2,1,2,4,2,3983,7621,0,0,17,3,0,4,2,3,3,2,2,2,0.75,0.6666666666666666,0.6666666666666666,25,995.75,1,3.0,0.6944444444444443,0
29,2,995,1,2,1,1,1,1,87,3,2,0,4,0,8853,24483,1,0,19,4,1,6,0,4,6,4,1,3,1.0,0.6666666666666666,0.5,23,1475.5,1,3.0,0.7222222222222222,0
30,2,334,2,26,4,2,3,0,52,2,2,7,1,2,6696,22967,5,0,15,3,0,9,5,2,6,3,0,1,0.6666666666666666,0.5,0.16666666666666666,21,744.0,0,2.3333333333333335,0.4444444444444444,3
29,1,1328,1,2,3,1,3,1,76,3,1,6,2,1,2703,4956,0,0,23,4,1,6,3,3,5,4,0,4,0.8333333333333334,0.8,0.8,23,450.5,1,3.0,0.8111111111111112,1
28,1,1117,1,8,2,1,4,0,66,3,1,6,4,2,3310,4488,1,0,21,4,0,5,3,3,5,3,0,2,1.0,0.6,0.4,23,662.0,1,4.0,0.6666666666666666,0
34,1,829,0,3,2,0,3,1,88,3,1,1,4,1,3737,2243,0,0,19,3,1,4,1,1,3,2,0,2,0.75,0.6666666666666666,0.6666666666666666,30,934.25,0,3.3333333333333335,0.6944444444444443,2
28,2,289,1,2,2,3,3,1,38,2,1,2,1,2,2561,5355,7,0,11,3,0,8,2,2,0,0,0,0,0.0,0.0,0.0,20,320.125,0,2.3333333333333335,0.0,3
33,1,536,2,10,5,2,4,1,82,4,3,7,3,0,8380,21708,0,1,14,4,2,10,3,3,9,8,0,8,0.9,0.8888888888888888,0.8888888888888888,23,838.0,0,3.6666666666666665,0.8925925925925925,2
33,0,1038,2,8,1,1,2,0,88,2,1,8,4,2,2342,21437,0,0,19,4,0,3,2,2,2,2,2,2,0.6666666666666666,1.0,1.0,30,780.6666666666666,0,3.3333333333333335,0.8888888888888888,2
37,1,342,2,16,4,2,4,1,66,2,2,7,3,0,6334,24558,4,0,19,4,2,9,2,3,1,0,0,0,0.1111111111111111,0.0,0.0,28,703.7777777777778,1,3.6666666666666665,0.037037037037037035,0
20,1,1141,2,2,3,3,3,0,31,3,1,8,3,2,2783,13251,1,0,19,1,0,2,3,3,2,2,2,2,1.0,1.0,1.0,18,1391.5,1,2.3333333333333335,1.0,0
